,datetime_event_began,NERC_region,area_affected,event_type,demand_loss_(MW),number_of_customers_affected,datetime_of_restoration
425,2007-12-11 04:00:00+00:00,MRO,Eastern half of the State of Kansas,Ice Storm,500.0,95000,3:30 p.m. December 20
426,2007-12-11 20:57:00+00:00,PR,Island of Puerto Rico,Voltage Reduction,0.0,0,9:22 p.m. December 11
427,2007-12-23 01:00:00+00:00,RFC,The Entire ComEd Service Territory,Severe Storm,0.0,237000,9:00 p.m. December 23
428,2007-12-23 05:30:00+00:00,RFC,Lower 2/3 of Michigan Lower Peninsula,Winter Storm,50.0,134288,6:07 p.m. December 25
429,2008-01-04 04:00:00+00:00,WECC,Northern California,Winter Storm,500.0,2606931,5:00 p.m. January 14
430,2008-01-04 07:47:00+00:00,WECC,Sacramento County,Severe Storm,300.0,150000,4:30 p.m. January 04
431,2008-01-29 05:00:00+00:00,WECC,"San Francisco Bay Area, California",Exciter Faulted,0.0,0,12:17 p.m. January 29
432,2008-01-29 16:00:00+00:00,SERC,"Arkansas, Mississippi, North Louisiana",Severe Thunderstorms,0.0,110000,8:00 a.m February 03
433,2008-01-29 22:00:00+00:00,RFC,Southeastern Michigan,Wind/Ice Storm,0.0,86915,6:30 p.m. February 01
434,2008-01-29 23:23:00+00:00,RFC,"South Metropolitan Areas of Dayton, OHio",High Winds,380.0,45000,12:48 a.m. January 30
435,2008-01-30 03:06:00+00:00,NPCC,"Western, New York",High Winds,50.0,54316,2:50 p.m. February 01
436,2008-02-01 06:00:00+00:00,WECC,"San Francisco Bay Area, California",Equipment Faulted,0.0,0,7:49 a.m. February 01
437,2008-02-02 03:58:00+00:00,WECC,"San Francisco Bay Area, California",Equipment Faulted,0.0,0,4:27 p.m. February 02
438,2008-02-05 22:00:00+00:00,SERC,State of Kentucky,Severe Weather,0.0,76000,3:00 a.m. February 06
439,2008-02-06 09:00:00+00:00,SERC,Mid to West Tennessee,Severe Weather,0.0,57000,11:00 a.m. February 06
440,2008-02-09 11:59:00+00:00,WECC,"Near Arnold, California",Electrical System Separation,0.0,0,3:33 p.m. February 09
441,2008-02-10 04:00:00+00:00,RFC,"Southwestern Pennsylvania, West Virginia, Virginia, Maryland",Severe Weather,412.0,100969,8:43 p.m. February 12
442,2008-02-10 11:00:00+00:00,RFC,"Virginia, West Virginia, Ohio, Pennsylvania",High Winds,0.0,212560,11:36 p.m. February 10
443,2008-02-10 11:00:00+00:00,RFC,Virginia and West Virginia Area of AEP,High Winds,0.0,97342,5:05 p.m. February 14
444,2008-02-10 14:06:00+00:00,SERC,Dominion Service Territory,High Winds,170.0,114618,11:36 p.m. February 10
445,2008-02-10 18:02:00+00:00,SERC,"Greenboro, North Carolina and I-40 Corridor",High Winds,300.0,50718,4:00 a.m. February 11
446,2008-02-12 15:00:00+00:00,SERC,"Arkansas, Mississippi, Louisiana",Severe Weather,0.0,54000,5:00 p.m. February 15
447,2008-02-13 18:43:00+00:00,NPCC,State of Maine,Ice Storm,50.0,50462,12:00 p.m. February 14
448,2008-02-14 08:15:00+00:00,WECC,Utah,Load Shedding,2818.0,74031,10:46 a.m. February 14
449,2008-02-15 15:06:00+00:00,WECC,"Antioch, California",Electrical System Separation,10.0,10008,7:36 p.m. February 15
450,2008-02-25 08:00:00+00:00,RFC,Restricted Coal Capability,Fuel Supply Deficiency,0.0,0,8:00 a.m. March 12
451,2008-02-26 05:00:00+00:00,SERC,Southern Service Area/Alabama and Georgia,Thunderstorms,484.0,145380,3:00 p.m. February 26
452,2008-02-26 13:09:00+00:00,FRCC,Various Cities in Florida,Under Frequency/Load Shedding,140.0,47661,2:10 p.m. February 26
453,2008-02-26 13:09:00+00:00,FRCC,Tampa Electric Service Territory,Under Frequency/Load Shedding,318.0,53965,2:40 p.m. February 26
454,2008-02-26 13:09:00+00:00,FRCC,Primary Dade County Florida,Transmission Equipment Failure,3200.0,584384,4:11 p.m. February 26
455,2008-02-26 13:09:00+00:00,FRCC,FRCC Region-West Coast Florida,Shed Firm Load,120.0,56000,1:47 p.m. February 26
456,2008-02-26 13:10:00+00:00,FRCC,"The entire PEF system was affected, including the following counties: Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osecola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia, Wakulla.",Under Frequency/Load Shedding,500.0,150000,3:45 p.m. February 26
457,2008-03-04 21:30:00+00:00,SERC,North and South Carolina,Thunderstorms,300.0,55267,10:45 p.m. March 04
458,2008-03-08 14:14:00+00:00,SERC,Virginia and Eastern Part of North Carolina,Windstorm,210.0,141130,9:59 p.m. March 08
459,2008-03-08 16:00:00+00:00,RFC,"Chester, Montgomery, Delaware, Philadelphia and Bucks County, Pennsylvania",Severe Weather,0.0,168449,1:44 p.m. March 10
460,2008-03-15 20:55:00+00:00,SERC,Parts of Alabama and Georgia,Major Storm,200.0,157744,8:30 p.m. March 16
461,2008-04-04 12:31:00+00:00,SERC,"Arkansas, North Louisiana, Mississippi",Severe Thunderstorms,0.0,122600,5:00 p.m. April 04
462,2008-04-09 16:00:00+00:00,TRE,"North, Central and East Texas",Severe Weather,0.0,488689,1:15 a.m. April 13
463,2008-05-08 10:21:00+00:00,WECC,California,Load Shedding,483.0,0,12:56 a.m. May 08
464,2008-05-11 06:00:00+00:00,SERC,Georgia,Severe Thunderstorms,100.0,80539,2:30 p.m. May 12
465,2008-05-11 16:50:00+00:00,RFC,"City of Crawfordsville, Indiana",Electric System Separation,47.0,9700,8:43 p.m. May 11
466,2008-05-12 00:01:00+00:00,RFC,"Cape May, Cumberland, Gloucester, Salem, Camden, Atlantic, Burliington  Counties, New Jersey",Severe Storm,55.0,135000,12:00 a.m. May 14
467,2008-05-27 14:02:00+00:00,NPCC,South West Connecticut,Lightning Storm,130.0,56400,3:52 p.m. May 27
468,2008-05-30 09:30:00+00:00,RFC,Northern and Western Counties of Illinois,Severe Storms,0.0,109000,11:00 p.m. May 30
469,2008-05-30 14:05:00+00:00,SERC,South Louisiana,"Load Shedding, Inadequate Electric Resources to Serve Load",200.0,0,8:00 p.m. May 30
470,2008-05-30 22:00:00+00:00,RFC,"Northeastern Marion County, Indiana",Severe Thunderstorms,0.0,70000,11:59 p.m. June 04
471,2008-06-03 17:00:00+00:00,RFC,"Maryland, West Virginia, Virginia",Severe Weather,634.0,157168,11:00 p.m. June 07
472,2008-06-04 15:00:00+00:00,RFC,"Montgomery, Prince Georges,  Maryland, Washington, D.C.",Lightning Storm,0.0,249408,1:00 a.m. June 05
473,2008-06-04 15:00:00+00:00,RFC,Entire BGE Service Territory,Severe Storms,0.0,108000,5:30 a.m. June 07
474,2008-06-04 15:04:00+00:00,SERC,Northern Virginia,Thunderstorms,850.0,253800,9:30 p.m. June 05
475,2008-06-04 15:14:00+00:00,PR,Island of Puerto Rico,Load Shedding/Voltage Reduction,90.0,100948,3:46 p..m. June 04
476,2008-06-06 15:18:00+00:00,RFC,Lower 2/3 of Michigan's Lower Peninsula,Lightning Storm,100.0,358000,8:00 a.m. June 12
477,2008-06-08 09:30:00+00:00,RFC,The Entire ComEd Territory,Severe Weather,0.0,125000,7:00 a.m. June 09
478,2008-06-08 18:00:00+00:00,RFC,Southwestern Michigan (DECO Service Territory),Severe Storm,500.0,150000,11:30 p.m. June 16
479,2008-06-09 14:00:00+00:00,SERC,Entergy System,Indequate Electric Resources to Serve Load,300.0,19,7:00 p.m. June 09
480,2008-06-09 14:52:00+00:00,RFC,"Area Around West Orange Switching Station, New Jersey",Fire/Breaker Failure,215.0,75654,8:25 p.m. June 09
481,2008-06-10 11:00:00+00:00,NPCC,Upstate New York,Severe Storm,400.0,68000,5:30 p.m. June 13
482,2008-06-10 14:00:00+00:00,SERC,Entergy System,Inadequate Electric Resources to Serve Load,300.0,19,6:00 p.m. June 10
483,2008-06-10 18:00:00+00:00,RFC,"Bergen, Essex and Hudson Counties, New Jersey",Severe Storms,0.0,248800,11:30 a.m. June 14
484,2008-06-10 19:00:00+00:00,RFC,"Chester, Montgomery, Delaware, Philadelphia and Bucks County, Pennsylvania",Severe Thunderstorms,0.0,198000,3:59 p.m. June 14
485,2008-06-10 23:00:00+00:00,NPCC,All Six New England States,Storm,50.0,60000,9:00 a.m. June 11
486,2008-06-11 13:15:00+00:00,NPCC,New York State,Uncontrolled Loss,200.0,61000,2:05 p.m. June 11
487,2008-06-12 15:30:00+00:00,RFC,East Central Iowa,Flooding and Uncontrolled Loss,200.0,21000,4:00 p.m. June 18
488,2008-06-15 08:00:00+00:00,RFC,The Entire ComEd Territory,Severe Weather,0.0,165000,8:00 p.m. June 15
489,2008-06-15 19:06:00+00:00,RFC,"City of Crawfordsville, Indiana",Electrical System Separation,57.0,9700,8:42 p.m. June 15
490,2008-06-16 16:15:00+00:00,SERC,Northern Virginia,Thunderstorms,800.0,115000,11:19 p.m. June 16
491,2008-06-17 09:01:00+00:00,TRE,"North, Central and East Texas",Severe Thunderstorms,0.0,234393,8:30 p.m. June 19
492,2008-06-17 20:35:00+00:00,SPP,Southwestern Public Service Company Operating in the Panhandle of Texas and New Mexico,Electrical System Separation/Severe Thunderstorms,560.0,18000,1:55 a.m. June 18
493,2008-06-17 20:40:00+00:00,TRE,"Texas Panhandle and Texas South Plains Regions, and Oklahoma Panhandle",Thunderstorms/Uncontrolled Loss of Load,276.0,37330,11:00 p.m. June 17
494,2008-06-21 15:09:00+00:00,WECC,"Near Rogers Flat, California",Electrical System Separation/Severe Lightning Storms,3.0,477,6:53 p.m. June 21
495,2008-06-22 16:55:00+00:00,RFC,Northwest Indiana,Lightning Stirke/Uncontrolled Loss of Load,650.0,0,5:05 p.m. June 22
496,2008-06-23 13:44:00+00:00,RFC,Northcentral Indiana,Fire/Breaker Failure,425.0,0,1:45 p.m. June 23
497,2008-06-23 16:52:00+00:00,FRCC,"Pinellas County, Florida",Transmission Equipment Failure/Load Shedding,113.0,32593,11:28 p.m. June 23
498,2008-06-26 17:00:00+00:00,RFC,Southeastern Michigan (DTE Service Territory),Thunderstorms,0.0,53000,9:30 p.m. June 26
499,2008-06-27 16:30:00+00:00,MRO,"Omaha, Nebraska (Metro Area)",Severe Wind Storm,650.0,126000,5:30 p.m. June 27
500,2008-07-01 07:31:00+00:00,WECC,"San Francisco Bay Area, California",Unit Tripped,160.0,0,12:00 p.m. July 01
501,2008-07-02 15:00:00+00:00,RFC,Lower 2/3 of Michigan's Lower Peninsula,Severe Weather,125.0,239663,12:00 p.m. July 06
502,2008-07-02 16:00:00+00:00,WECC,Restricted Hydroelectric Capability,Fuel Supply Deficiency,0.0,0,Ongoing
503,2008-07-02 19:16:00+00:00,WECC,"Santa Barbara County, California, near Goleta",Wild Land Fire,208.0,200000,11:28 p.m. July 02
504,2008-07-02 19:36:00+00:00,WECC,Goleta and Santa Barbara Areas of Southern California,Brush Fire/Lines Loss/Transmission Emergency Declared,119.0,37784,1:10 a.m. July 03
505,2008-07-02 20:00:00+00:00,RFC,Southeastern Michigan (DTE Service Territory),Thunderstorms,0.0,56000,3:00 a.m. July 03
506,2008-07-07 12:15:00+00:00,WECC,ISO Balancing Area,Heat Wave/Potential Fire Threat/Made Public Appeals,0.0,0,5:00 p.m. July 10
507,2008-07-10 14:22:00+00:00,WECC,"San Francisco Bay Area, California",Unit Tripped,240.0,0,5:21 p.m. July 10
508,2008-07-21 00:49:00+00:00,MRO,"Sioux City, Carroll, Des Moines, Iowa City, and Davenport Iowa, Rock Island, Moline, and Surrounding Area of Illinois",Storm,170.0,185000,6:00 p.m. July 22
509,2008-07-22 03:00:00+00:00,RFC,Indiana,Severe Thunderstorms,0.0,58000,7:32 p.m. July 24
510,2008-07-22 03:00:00+00:00,RFC,Southwest Ohio,Severe Thunderstorms,0.0,56000,3:30 a.m. July 23
511,2008-07-22 14:00:00+00:00,SPP,Texas Panhandle and Southeastern New Mexico,Indequate Electric Resources to Serve Load/Public Appeal,0.0,0,5:09 a.m. July 24
512,2008-07-23 05:56:00+00:00,TRE,"Port Isabel, Harlingen, Weslaco, Pharr, San Benito, Mission, McAllen, Edinburg, Texas",Hurricane Dolly,703.0,211266,4:00 a.m. July 31
513,2008-07-24 07:23:00+00:00,NPCC,"Bangor Hydro System, northern Maine",Electric System Separation/Severe Lightning Storms,180.0,110000,5:41 p.m. July 24
514,2008-08-02 20:00:00+00:00,SERC,Georgia and Alabama,Severe Thunderstorms,400.0,131115,5:30 a.m. August 03
515,2008-08-03 01:30:00+00:00,SERC,"Mississippi, Louisiana, Texas",Severe Thunderstorms,0.0,59500,4:15 a.m. August 03
516,2008-08-04 18:00:00+00:00,RFC,The ComEd Territory,Severe Weather,0.0,653000,8:00 a.m. August 06
517,2008-08-05 03:00:00+00:00,RFC,Northwest Indiana,Severe Storms,0.0,63000,9:50 a.m. August 05
518,2008-08-09 12:00:00+00:00,SPP,Texas Panhandle and Eastern New Mexico,Declared Energy Emergency Alert 1/Made Public Appeals,0.0,0,8:46 p.m. August 09
519,2008-08-15 12:52:00+00:00,WECC,Part of Seattle's Downtown,Made Public Appeals,100.0,8000,5:00 p.m. August 15
520,2008-08-16 05:23:00+00:00,TRE,City of Lubbock,Lightning/Transmission Equipment Damage,153.0,71823,7:30 a.m. August 16
521,2008-08-16 08:14:00+00:00,PR,Island of Puerto Rico,Shed Firm Load/Voltage Reduction,300.0,200000,3:00 p.m. August 16
522,2008-08-18 19:22:00+00:00,PR,North Part of Island,Shed Firm Load,225.0,100000,6:44 p.m. August 19
523,2008-08-19 09:29:00+00:00,FRCC,Florida,Tropical Storm Fay,0.0,101950,10:00 p.m. August 22
524,2008-08-21 19:00:00+00:00,FRCC,"Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter,  Suwannee, Taylor, Volusia and Wakulla Counties in Florida",Tropical Storm Fay,0.0,430000,8:00 a.m. August 25
525,2008-08-22 12:00:00+00:00,RFC,-,Fuel Supply Emergency-Low Coal Inventory Levels,0.0,0,12:00 p.m. August 23
526,2008-08-24 04:30:00+00:00,SERC,Georgia and Alabama,Tropical Storm Fay,110.0,87390,2:00 p.m. August 24
527,2008-08-31 07:30:00+00:00,SERC,"Plaquemine, Louisiana",Fuel Supply Curtailed,200.0,0,9:00 a.m. September 19
528,2008-08-31 19:00:00+00:00,SERC,"Louisiana, Mississippi, Arkansas",Hurricane Gustav,0.0,964000,9:00 a.m. September 03
529,2008-09-01 10:30:00+00:00,SERC,Primarily South and Central Louisiana,Hurricane Gustav,400.0,150000,7:22 p.m. September 13
530,2008-09-01 11:45:00+00:00,SERC,"Bayou Division and North Lake Division, Louisiana",Hurricane Gustav,0.0,246092,4:00 p.m. September 10
531,2008-09-06 07:45:00+00:00,SERC,Eastern North Carolina,Tropical Storm Hanna,0.0,57000,10:30 a.m. September 06
532,2008-09-06 14:15:00+00:00,SERC,North East North Carolina and Virginia,Tropical Storm Hanna,220.0,64463,4:06 p.m. September 06
533,2008-09-08 22:03:00+00:00,WECC,A.D. Edmonston Pumping Plant,Fuel Supply Deficiency,300.0,0,12:28 a.m. September 09
534,2008-09-12 05:45:00+00:00,SERC,"Primarily Southeast Texas, Louisiana, and Arkansas",Hurricane Ike,0.0,705000,1:00 p.m. September 14
535,2008-09-12 18:21:00+00:00,TRE,Greater Houston-Galveston Metro Area,Hurricane Ike,8087.0,2142678,11:59 p.m. October 01
536,2008-09-12 18:21:00+00:00,TRE,Greater Houston Area-Eastern Region of ERCOT,Hurricane Ike,0.0,2504366,11:59 p.m. October 01
537,2008-09-12 20:00:00+00:00,TRE,Galveston and Brazoria Counties,Hurricane Ike,650.0,113247,7:00 p.m. September 27
538,2008-09-13 10:24:00+00:00,SERC,Southwest Louisiana,Hurricane Ike,40.0,50000,2:40 p.m. September 27
539,2008-09-13 12:00:00+00:00,TRE,"North, Central and East Texas",Hurricane Ike,0.0,238392,8:00 a.m. September 15
540,2008-09-13 16:00:00+00:00,SPP,Texas and Louisana,Hurricane Ike,0.0,184501,7:44 p.m. September 16
541,2008-09-14 06:30:00+00:00,RFC,"Ohio, Kentucky, Indiana",Tropical Depression Ike,0.0,875000,2:38 p.m. September 14
542,2008-09-14 07:30:00+00:00,MRO,Missouri and Illinois,Hurricane Ike,0.0,107000,3:00 p.m. September 18
543,2008-09-14 10:01:00+00:00,RFC,"City of Owensboro, Kentucky",High Winds,70.0,18000,5:00 p.m. September 21
544,2008-09-14 11:30:00+00:00,RFC,State of Kentucky,Tropical Depression Ike,0.0,375000,4:30 p.m. September 14
545,2008-09-14 14:00:00+00:00,RFC,Dayton Ohio Area,Hurricane Ike,1000.0,95000,12:00 p.m. September 17
546,2008-09-14 16:00:00+00:00,RFC,"Northern Indiana, Central and Central Southern Ohio",Wind Storm,0.0,650000,11:00 p.m. September 20
547,2008-09-14 17:00:00+00:00,RFC,Western Pennsylvania,Wind Storm,72.0,124596,12:38 p.m. September 19
548,2008-09-14 17:00:00+00:00,RFC,"Southern, Eastern, and Central Ohio",Wind Storm,469.0,564728,5:11 p.m. September 22
549,2008-09-14 17:00:00+00:00,RFC,Northeast Ohio,Wind Storm,430.0,245164,3:20 a.m. September 22
550,2008-09-14 19:00:00+00:00,RFC,Allegheny and Beaver Counties in Pennsylvania,Tropical Depression Ike,600.0,105000,11:59 p.m. September 14
551,2008-09-15 00:37:00+00:00,RFC,Western Pennsylvania,Tropical Depression Ike,546.0,160875,4:30 p.m. September 19
552,2008-09-22 17:49:00+00:00,PR,Island of Puerto Rico,Shed Firm Load,125.0,43600,6:39 a.m. September 22
553,2008-09-30 14:02:00+00:00,WECC,"Plumas County, California",Electrical System Separation,30.0,10000,2:05 p.m. September 30
554,2008-10-02 14:50:00+00:00,SERC,Louisiana,Load Shedding,200.0,0,9:50 a.m. October 02
555,2008-10-25 23:00:00+00:00,NPCC,Connecticut,Severe Storm,0.0,52000,7:00 a.m. October 27
556,2008-11-07 11:13:00+00:00,WECC,Goleta and Santa Barbara Areas of Southern California,Load Shedding,250.0,140000,11:54 a.m. November 07
557,2008-11-07 11:15:00+00:00,WECC,Southern California,Load Shedding,430.0,400000,11:54 a.m. November 07
558,2008-11-11 08:30:00+00:00,PR,Island of Puerto Rico,Shed Firm Load,250.0,261000,12:19 a.m. November 11
559,2008-11-15 09:39:00+00:00,WECC,City of Los Angeles,Brush Fire/Shed Firm Load,211.0,115500,10:10 a.m. November 15
560,2008-12-02 04:30:00+00:00,Other,"St. Louis, Missouri",Fire/Load Shedding,135.0,53000,7:00 a.m. December 02
561,2008-12-09 17:27:00+00:00,RFC,Central New Jersey,Lines Loss/Transmission,438.0,156729,4:12 a.m. December 10
562,2008-12-10 17:09:00+00:00,WECC,Southern Oregon,Equipment Failure/Made Public Appeal,32.0,3,8:29 p.m. December 10
563,2008-12-11 09:00:00+00:00,SERC,"Southern Louisiana, Southern and Central Mississippi",Snow Storm,0.0,91300,11:59 p.m. December 13
564,2008-12-11 18:00:00+00:00,NPCC,Northern Dutchess County and Western Ulster County in the Mid-Hudson Region of New York State,Ice Storm,0.0,60000,12:00 a.m. December 15
565,2008-12-12 01:00:00+00:00,NPCC,New England,Ice Storm,0.0,970000,12:00 a.m. December 22
566,2008-12-12 02:38:00+00:00,NPCC,Eastern New York,Ice Storm,200.0,190000,1:24 p.m. December 19
567,2008-12-12 08:45:00+00:00,NPCC,Southern and Central Maine,Ice Storm,0.0,169757,9:52 a.m. December 14
568,2008-12-13 15:30:00+00:00,WECC,Humboldt Area of California,Declared Stage 1 Electric Emergency/Made Public Appeal,5.0,0,9:17 a.m. December 21
569,2008-12-19 01:02:00+00:00,WECC,"East of Oroville, California",Electrical System Separation,1.0,638,6:17 a.m. December 19
570,2008-12-19 08:30:00+00:00,RFC,"Indiana, Michigan and Northwest Ohio",Ice Storm,0.0,140000,12:00 p.m. December 22
571,2008-12-19 09:00:00+00:00,RFC,Northwest Indiana,Ice Storm,0.0,50000,8:20 a.m. December 20
572,2008-12-26 11:40:00+00:00,WECC,"Orangevale Area of Sacramento, California",Load Shedding,110.0,50000,3:34 p.m. December 26
573,2008-12-26 18:13:00+00:00,Other,"Island of Oahu, Hawaii",Lightning,1060.0,294000,5:00 p.m. December 27
574,2008-12-27 16:00:00+00:00,RFC,Southeastern Michigan,Wind Storm,0.0,247847,11:30 p.m. January 01
575,2008-12-28 04:45:00+00:00,RFC,Michigan Lower Peninsula,Wind Storm,0.0,210517,6:00 p.m. December 31
576,2008-12-28 11:45:00+00:00,RFC,Michigan Lower Peninsula,Wind Storm,0.0,230000,11:30 p.m. December 28
577,2008-12-30 16:02:00+00:00,RFC,"Crawfordsville, Indiana",Shed Firm Load,41.0,9700,4:37 p.m. December 30
578,2009-01-05 05:00:00+00:00,TRE,North and Central Texas,Severe Storm,0.0,157019,6:00 p.m. January 06
579,2009-01-07 17:00:00+00:00,SERC,Piedmont of North and South Carolina,High Winds,300.0,70000,8:05 p.m. January 07
580,2009-01-08 23:46:00+00:00,FRCC,Florida Keys,Transmission Equipment Failure,55.0,31000,11:25 a.m. January 09
581,2009-01-17 08:00:00+00:00,RFC,"PJM, Indiana",Fuel Supply Deficiency,0.0,0,8:00 a.m. January 25
582,2009-01-22 16:00:00+00:00,RFC,"Crawfordsville, Indiana",Shed Load,50.0,9700,5:05 p.m. January 22
583,2009-01-27 05:00:00+00:00,RFC,State of Kentucky,Ice Storm,0.0,383000,4:30 p.m. January 29
584,2009-01-27 05:03:00+00:00,SERC,Central and Eastern Kentrucky,Ice Storm,600.0,190000,5:15 p.m. January 31
585,2009-01-27 07:10:00+00:00,SERC,Western Kentucky and Southern Indiana,Ice Storm,350.0,3,7:30 p.m. February 04
586,2009-01-27 11:00:00+00:00,SERC,South Central and Southeast Missouri,Winter Storm,200.0,62500,6:00 p.m. January 30
587,2009-01-27 13:46:00+00:00,SERC,Northern Arkansas,Ice Storm,0.0,111818,5:00 p.m. February 03
588,2009-01-27 15:43:00+00:00,RFC,CSWS-AEP West,Ice/Snow Storm,0.0,59402,9:00 a.m. January 29
589,2009-01-27 21:00:00+00:00,SERC,Northern Arkansas,Ice Storm,600.0,215700,6:00 a.m. January 29
590,2009-01-27 21:45:00+00:00,SERC,TVA Service Territory,Ice Storm,850.0,1,10:17 p.m. January 27
591,2009-01-28 00:10:00+00:00,RFC,East Central Missouri,Winter Storm,300.0,1,9:20 p.m. January 30
592,2009-01-28 03:00:00+00:00,RFC,"Illinois, Indiana, Ohio and Kentucky",Winter Storm,0.0,230300,8:03 a.m. February 13
593,2009-01-28 04:00:00+00:00,RFC,"City of Henderson, Kentucky and Portions of Henderson County, Kentucky",Ice Storm,21.0,3500,5:00 p.m. February 07
594,2009-01-28 06:00:00+00:00,RFC,"Indiana, Evansville, Metro Area",Ice Storm,506.0,75000,6:00 p.m. February 05
595,2009-01-28 07:50:00+00:00,RFC,Southern Indiana,Ice/Snow Storm,0.0,53700,8:03 a.m. February 13
596,2009-01-28 09:00:00+00:00,SERC,Northeast Tennessee and Southwest Kentucky,Ice Storm,0.0,109527,8:00 a.m. February 05
597,2009-01-28 10:00:00+00:00,RFC,Northern Kentucky and Southwest Ohio,Ice/Snow Storm,0.0,53600,9:20 p.m. January 30
598,2009-02-11 02:30:00+00:00,TRE,"Houston, Texas",High Winds,350.0,64801,12:00 p.m. February 11
599,2009-02-11 18:00:00+00:00,RFC,"Kentucky, West Virginia and Ohio",Severe Thunderstorms,0.0,279813,5:00 p.m. February 13
600,2009-02-11 18:18:00+00:00,RFC,"Maryland, Virginia, West Virginia and Pennsylvania",Severe Thunderstorms,0.0,374644,8:10 p.m. February 16
601,2009-02-11 19:00:00+00:00,RFC,State of Kentucky,Severe Thunderstorms,0.0,78000,11:00 a.m. February 12
602,2009-02-11 21:00:00+00:00,RFC,Northern Kentucky and Southwest Ohio,Severe Thunderstorms,350.0,63000,12:00 p.m. February 12
603,2009-02-12 02:30:00+00:00,RFC,Central and Eastern Ohio,High Winds,168.0,184000,6:00 a.m. February 12
604,2009-02-12 08:00:00+00:00,RFC,Western and North Eastern Pennsylvania,High Winds,130.0,132000,10:00 p.m. February 15
605,2009-02-13 02:30:00+00:00,RFC,Central and Eastern Ohio,High Winds,168.0,184000,3:00 a.m. February 15
606,2009-02-23 02:38:00+00:00,NPCC,Southern Central and Western Maine,Ice/Snow Storm,0.0,131000,1:46 p.m. February 24
607,2009-03-01 00:15:00+00:00,WECC,"City of El Paso, Texas, County of El Paso",Transmission Equipment Failure,250.0,132000,3:00 a.m. March 01
608,2009-03-01 16:00:00+00:00,SERC,Southern Balancing Area,Severe Weather,75.0,60000,11:25 p.m. March 01
609,2009-03-01 20:54:00+00:00,SERC,Duke Energy Carolinas Balance Authority,Ice/Snow Storm,1000.0,180000,4:06 p.m. March 03
610,2009-03-01 22:00:00+00:00,SERC,Central Virginia - Spotsylvania County,Winter Storm,210.0,217000,6:00 p.m. March 03
611,2009-03-03 06:48:00+00:00,RFC,Southwest Michigan,Transformer Faulted/Unit Tripped,378.0,0,6:05 a.m. April 26
612,2009-03-03 22:00:00+00:00,Other,"Roanoke, Virginia",Made Public Appeals,350.0,0,8:17 p.m. March 04
613,2009-03-08 22:16:00+00:00,WECC,"San Francisco Bay Area, California",Unit Shut Down,150.0,0,11:45 p.m. March 08
614,2009-04-06 01:00:00+00:00,RFC,"Michigan, Lower Peninsula",Winter Storm,75.0,70793,12:00 p.m. April 08
615,2009-04-10 22:00:00+00:00,SERC,Alabama and Georgia,Severe Thunderstorms,162.0,56679,2:30 a.m. April 11
616,2009-04-23 00:00:00+00:00,WECC,Restricted Hydro Electric Capability,Fuel Supply Deficiency,0.0,0,Ongoing
617,2009-04-23 16:25:00+00:00,WECC,"Skagit County, Washington",Transmission Tripped,244.0,93300,12:29 a.m. April 24
618,2009-04-23 17:54:00+00:00,WECC,"Communities of Elsinore, Hemet, Moreno Valley, Perris, San Jacinto and Temecula in the southeastern area of Riverside County in California",Substation Load Interruption,512.0,280000,7:58 p.m. April 23
619,2009-04-24 11:09:00+00:00,SERC,"Ruston, Louisiana",Complete Electric System Failure,32.0,11000,11:21 a.m. April 24
620,2009-04-25 14:30:00+00:00,RFC,Western Region of Service Territory,High Winds/Rain,0.0,125000,1:00 a.m. April 29
621,2009-04-27 15:30:00+00:00,TRE,Greater Houston/Galveston Area,High Winds,176.0,158000,11:30 a.m. April 28
622,2009-05-08 07:30:00+00:00,SERC,SW Missouri,Severe Thunderstorm,266.0,83000,9:00 a.m. May 08
623,2009-05-08 13:30:00+00:00,SERC,Southern Illinois,Severe Thunderstorm,300.0,68800,11:20 p.m. May 14
624,2009-05-29 09:05:00+00:00,SERC,"Henderson County, Kentucky",Transmission Equipment Failure,342.0,1,7:57 p.m. May 29
625,2009-06-05 13:38:00+00:00,WECC,East of Fresno California,Electrical System Separation,1.0,70,8:18 p.m. June 05
626,2009-06-09 17:25:00+00:00,RFC,Central Maryland,Severe Thunderstorms,60.0,85091,5:00 a.m. June 11
627,2009-06-10 18:00:00+00:00,TRE,North and Central Texas,Severe Storms,0.0,800000,10:00 a.m. June 14
628,2009-06-12 16:37:00+00:00,SERC,"Chattanooga, Tennessee",Severe Storm,860.0,136000,6:53 p.m. June 12
629,2009-06-12 17:45:00+00:00,SERC,"Arkansas, North Mississippi",Severe Thunderstorms,0.0,81645,11:59 p.m. June 15
630,2009-06-12 22:00:00+00:00,SERC,Georgia,Severe Thunderstorm,290.0,102000,6:00 p.m. June 13
